Volume_Day_1,Volume_Day_2,Volume_Day_3,Open_Day_1,Open_Day_2,Open_Day_3,High_Day_1,High_Day_2,High_Day_3,Low_Day_1,Low_Day_2,Low_Day_3,Open_Current_Day,Date
31087330.0,31306390.0,27052000.0,179.37,178.61,177.3,180.1,179.58,177.78,178.25,177.41,176.6,177.3,2018-01-23
37781330.0,25817950.0,19974430.0,249.54,257.33,257.05,255.93,257.85,258.19,249.16,255.38,256.32,256.77,2019-11-06
60784920.0,32340620.0,30576980.0,108.89,107.88,106.64,108.95,108.0,108.09,106.94,106.23,106.06,106.93,2016-04-21
27738580.0,17524150.0,25668330.0,199.2,198.58,199.46,200.14,199.85,201.37,196.21,198.01,198.56,199.54,2019-04-17
72187710.0,34089190.0,31454590.0,145.74,147.16,147.5,146.09,147.45,147.5,142.51,145.15,143.84,143.32,2017-06-15
21561320.0,26575010.0,20544600.0,175.03,176.49,177.81,176.19,178.94,178.82,174.83,176.41,176.88,174.95,2018-04-19
33498270.0,44182930.0,45579740.0,145.1,147.54,145.59,147.2,148.09,147.49,144.96,146.84,144.27,146.52,2017-05-04
35217270.0,30521720.0,40653460.0,310.6,311.64,316.7,312.67,317.07,317.57,308.25,311.15,312.17,311.85,2020-01-15
22481890.0,47539790.0,36547440.0,199.62,201.02,203.16,202.05,212.14,206.44,199.15,200.83,202.59,203.46,2019-08-15
68171940.0,51467440.0,54145930.0,154.83,163.09,160.29,163.72,163.4,161.0,154.0,159.07,155.03,157.07,2018-02-09
42288790.0,49979700.0,40323020.0,95.92,93.79,94.19,96.35,94.72,94.5,94.1,92.59,93.01,95.02,2016-02-16
29377630.0,27607370.0,27377960.0,160.66,161.94,160.52,162.2,162.51,160.71,160.14,160.15,157.84,157.86,2017-08-18
53812480.0,32503750.0,45247890.0,284.69,277.95,276.28,286.95,281.68,277.25,276.86,276.85,265.43,273.61,2020-04-22
51608850.0,41740600.0,34499390.0,155.84,157.5,158.53,156.77,158.52,159.36,150.07,154.55,156.48,154.89,2019-01-02
36592940.0,36059610.0,25247630.0,291.12,289.46,289.93,293.97,292.69,293.68,288.12,285.22,289.52,296.24,2020-01-02
36529740.0,23714690.0,27948160.0,179.8,180.2,178.92,180.54,182.14,180.59,177.81,178.62,177.91,176.42,2019-05-29
37418910.0,39194720.0,35644510.0,221.85,220.95,218.01,225.37,221.85,224.3,220.71,216.47,216.56,224.94,2018-09-12
30889270.0,29282700.0,19029420.0,226.27,225.82,227.03,229.93,228.06,227.79,225.84,224.33,225.64,227.93,2019-10-10
23639070.0,19046600.0,17014490.0,186.78,186.07,188.0,187.07,188.46,188.91,185.1,186.0,186.36,187.19,2018-05-18
40653460.0,30480880.0,27207250.0,316.7,311.85,313.59,317.57,315.5,315.7,312.17,309.55,312.09,316.27,2020-01-17
19723390.0,34437040.0,33432810.0,268.81,267.78,271.46,271.1,272.56,275.3,268.5,267.32,270.93,277.0,2019-12-16
29976030.0,27049830.0,34324350.0,109.26,110.86,112.31,111.19,112.43,114.7,109.16,110.6,112.31,113.29,2016-12-12
25568350.0,19354440.0,31154910.0,105.47,106.0,104.89,106.25,106.19,107.79,104.89,105.06,104.88,108.65,2016-03-30
32203640.0,24877950.0,21247590.0,143.66,146.87,145.52,146.74,146.87,146.07,143.66,144.94,144.61,145.77,2017-06-22
28540490.0,31961120.0,33507770.0,230.05,230.78,227.96,233.47,232.35,228.41,229.78,226.73,220.58,222.21,2018-10-08
20769030.0,20762360.0,21754600.0,136.43,137.38,135.91,137.12,137.48,136.66,136.11,136.3,135.28,137.14,2017-02-27
18648700.0,25704330.0,33754680.0,107.78,108.14,109.63,108.44,109.54,110.23,107.78,108.08,109.21,109.1,2016-08-17
20591090.0,26387240.0,41459120.0,175.05,174.3,172.63,175.08,174.87,172.92,173.34,171.86,167.16,170.43,2017-11-30
43751810.0,49696100.0,29771210.0,191.51,191.66,188.75,191.98,192.88,189.76,186.6,184.58,186.55,188.95,2019-03-28
30417880.0,31834020.0,37977020.0,94.64,94.64,95.87,94.64,95.43,97.19,93.57,94.52,95.67,97.22,2016-05-24
33655810.0,27997990.0,52979780.0,105.01,105.0,103.91,106.48,105.65,105.3,104.62,104.51,103.91,96.0,2016-04-27
41438280.0,39075250.0,50565420.0,174.51,172.0,170.16,174.95,172.0,170.16,170.53,170.06,167.07,165.53,2018-01-30
50832950.0,42090320.0,44371580.0,126.2,125.32,123.09,127.09,125.74,123.61,125.06,123.9,122.12,123.38,2015-07-28
23265200.0,22378380.0,20839950.0,97.99,99.25,99.02,101.89,99.87,99.56,97.55,98.96,98.68,98.5,2016-06-09
13046450.0,38063130.0,34806250.0,118.29,117.99,118.75,118.41,119.41,118.81,117.6,117.75,116.86,117.05,2015-12-02
21535570.0,20912820.0,21329170.0,193.07,193.63,194.14,193.94,194.08,194.2,192.36,191.92,192.34,191.17,2018-06-08
37847260.0,67812280.0,62317430.0,190.3,199.13,200.58,192.14,201.76,208.38,189.34,197.31,200.35,207.03,2018-08-03
27148530.0,33490630.0,27368840.0,101.31,101.41,102.24,101.58,102.24,102.28,100.27,100.15,101.5,101.91,2016-03-14
25817950.0,19974430.0,18966120.0,257.33,257.05,256.77,257.85,258.19,257.49,255.38,256.32,255.37,258.74,2019-11-07
18798250.0,15649120.0,32429770.0,151.8,153.35,153.75,153.84,153.93,153.99,151.8,153.06,147.3,149.89,2017-07-28
20940020.0,22224400.0,22389660.0,171.05,170.1,171.39,171.21,171.0,172.48,169.25,169.7,169.92,169.71,2019-02-14
52720620.0,30386830.0,32970790.0,110.0,112.73,110.82,112.28,112.75,112.45,109.49,111.44,110.68,111.29,2015-10-14
24487200.0,20769030.0,20762360.0,136.23,136.43,137.38,136.75,137.12,137.48,135.98,136.11,136.3,135.91,2017-02-24
36937800.0,35583440.0,28803760.0,295.06,300.46,303.22,301.0,303.24,305.17,294.46,298.87,301.97,305.64,2020-05-08
35637070.0,91106840.0,57423650.0,154.89,143.98,144.53,158.85,145.72,148.55,154.23,142.0,143.8,148.7,2019-01-07
96531890.0,83825220.0,53075960.0,107.09,112.23,112.17,109.89,113.24,113.31,105.05,110.02,111.54,112.03,2015-08-31
24308210.0,19977160.0,24100150.0,118.18,117.25,116.86,118.21,117.76,117.38,117.45,113.8,116.33,116.81,2016-10-21
27607370.0,27377960.0,27391950.0,161.94,160.52,157.86,162.51,160.71,159.5,160.15,157.84,156.72,157.5,2017-08-21
25879680.0,38885980.0,30031410.0,97.41,97.39,98.92,97.67,98.99,99.3,96.84,97.32,98.5,98.7,2016-07-18
18612770.0,22010360.0,45751160.0,204.9,204.4,203.06,205.0,205.97,203.4,202.12,203.86,199.11,209.88,2019-05-01
20710390.0,23524830.0,27308200.0,188.95,189.83,191.64,189.56,190.08,191.68,187.53,188.54,188.38,191.09,2019-04-02
43607120.0,35454230.0,32345430.0,106.34,105.93,105.25,106.5,107.65,107.29,105.19,105.14,105.21,106.48,2016-03-23
25093670.0,21700900.0,19069600.0,263.68,265.8,267.9,265.78,267.43,268.0,263.01,264.23,265.39,265.54,2019-11-20
25897340.0,15957630.0,21007650.0,207.86,204.1,208.5,208.55,205.72,209.32,203.53,203.32,206.66,210.16,2019-08-30
18369300.0,24143240.0,35709870.0,243.16,247.42,248.97,246.73,249.25,249.75,242.88,246.72,242.57,244.76,2019-10-30
27649500.0,21131040.0,16658660.0,144.22,144.29,143.73,145.46,144.52,144.18,143.81,143.45,143.27,143.6,2017-04-10
61681250.0,53142590.0,49904460.0,110.23,112.49,108.97,112.34,112.78,110.45,109.13,110.04,108.51,111.65,2015-09-08
21532200.0,23751690.0,18653380.0,174.55,173.16,174.59,175.06,174.3,175.49,173.41,173.0,174.49,176.18,2018-01-12
40827260.0,34525630.0,48079330.0,116.04,116.43,116.1,117.65,117.44,116.52,115.5,116.01,114.68,114.08,2015-08-20
36633880.0,29644640.0,27877660.0,297.15,293.79,299.84,300.58,299.96,300.9,296.5,292.75,297.48,297.16,2020-01-08
41662940.0,50415610.0,50036510.0,347.9,349.31,344.72,354.77,351.06,347.8,346.09,335.48,334.22,333.25,2020-06-15
40026250.0,38236730.0,34394830.0,103.96,104.61,105.52,105.18,106.31,106.47,103.85,104.59,104.96,106.34,2016-03-18
34702230.0,41357180.0,28601630.0,333.25,351.46,355.15,345.68,353.2,355.4,332.58,344.72,351.09,351.41,2020-06-18
25829880.0,35738280.0,21654750.0,196.42,200.32,198.68,200.23,202.85,200.74,196.34,199.23,198.18,200.85,2019-04-11
28595230.0,27595310.0,35034410.0,209.22,211.75,213.44,210.74,213.81,217.95,208.33,211.47,213.16,218.1,2018-08-20
18253190.0,21674630.0,18761470.0,193.95,194.7,191.55,195.97,196.79,193.59,193.39,193.6,190.3,192.9,2019-06-17
30327110.0,47767760.0,111837300.0,120.93,121.15,127.03,121.63,121.39,130.49,120.66,120.62,127.01,127.98,2017-02-02
26387240.0,41459120.0,41484540.0,174.3,172.63,170.43,174.87,172.92,172.14,171.86,167.16,168.44,169.95,2017-12-01
41335980.0,40984540.0,36778560.0,170.0,168.39,168.07,172.68,169.92,173.1,168.6,164.94,166.44,173.68,2018-03-27
15603520.0,16861450.0,16380570.0,156.06,155.97,156.35,158.0,156.98,157.37,155.1,155.75,155.73,156.73,2017-10-13
26204670.0,18631540.0,16216800.0,153.21,154.26,154.01,154.13,154.45,155.09,152.0,152.72,153.91,153.63,2017-10-04
49793750.0,58279570.0,43218350.0,111.79,116.58,115.93,114.21,116.89,116.53,111.76,114.86,114.42,116.25,2015-09-16
39424260.0,40537700.0,41141250.0,180.29,184.46,180.95,180.33,184.94,182.39,177.03,181.21,176.27,171.76,2018-12-06
33508960.0,26147280.0,39914850.0,155.48,155.79,156.25,158.13,156.33,158.13,154.32,153.66,154.11,163.25,2019-01-30
28813620.0,24431920.0,26919530.0,204.28,210.62,210.88,207.16,212.73,213.35,203.84,210.03,210.32,212.99,2019-08-21
123601900.0,99202400.0,52828890.0,117.42,112.95,115.97,117.7,117.44,116.5,113.25,112.1,114.12,114.58,2015-08-07
11654360.0,23693550.0,29377270.0,266.6,267.27,258.31,268.0,268.25,259.53,265.9,263.45,256.29,261.07,2019-12-04
31644240.0,23793830.0,20940020.0,172.4,168.99,171.05,173.94,170.66,171.21,170.34,168.42,169.25,170.1,2019-02-12
92143920.0,38771840.0,27697970.0,104.27,102.83,104.19,104.35,104.45,104.55,102.75,102.82,103.68,104.41,2016-08-01
19069600.0,26609920.0,30348780.0,267.9,265.54,263.69,268.0,266.08,264.01,265.39,260.4,261.18,262.59,2019-11-22
19998050.0,14198660.0,20783460.0,144.47,143.92,144.09,144.6,144.16,144.3,143.38,143.31,143.27,145.1,2017-05-01
27710810.0,25458120.0,26117990.0,317.19,318.58,317.92,319.02,319.99,319.56,316.0,317.31,315.65,320.25,2020-01-24
34117030.0,50901380.0,32230590.0,107.12,107.71,106.57,108.87,107.81,107.68,106.55,104.08,106.16,106.7,2016-11-16
72274300.0,52099200.0,65648660.0,95.1,97.06,98.63,98.19,97.88,101.46,93.42,94.94,98.37,101.52,2016-01-25
27453130.0,27057550.0,26083030.0,118.74,118.9,119.11,119.93,119.3,119.62,118.6,118.21,118.81,118.34,2017-01-17
22551660.0,17675210.0,13954810.0,186.29,183.82,187.79,187.19,187.3,187.95,182.91,183.42,183.54,185.26,2018-07-05
33520150.0,26892850.0,22930630.0,151.27,153.38,154.0,153.34,153.98,154.58,151.13,152.63,152.91,154.9,2017-05-23
22010360.0,45751160.0,64827330.0,204.4,203.06,209.88,205.97,203.4,215.31,203.86,199.11,209.23,209.84,2019-05-02
25458120.0,26117990.0,36634380.0,318.58,317.92,320.25,319.99,319.56,323.33,317.31,315.65,317.52,310.06,2020-01-27
36810120.0,31495630.0,26869880.0,222.15,217.79,218.5,222.95,221.85,219.62,217.27,217.12,215.3,220.24,2018-09-20
76562170.0,61681250.0,53142590.0,110.15,110.23,112.49,111.88,112.34,112.78,107.36,109.13,110.04,108.97,2015-09-04
34312550.0,23913630.0,36928090.0,323.35,330.25,332.14,331.75,333.6,345.61,323.23,327.32,332.01,347.9,2020-06-10
23345970.0,27254850.0,48670440.0,146.52,146.76,149.03,147.14,148.98,153.7,145.81,146.76,149.03,153.87,2017-05-09
25649890.0,29451050.0,27215770.0,160.14,160.1,163.8,162.0,163.12,163.89,159.93,160.0,162.61,163.64,2017-08-31
25558680.0,14026670.0,20591090.0,173.36,175.1,175.05,175.0,175.5,175.08,173.05,174.65,173.34,174.3,2017-11-28
30790930.0,32361930.0,24129630.0,108.53,110.08,110.31,110.25,110.51,111.72,108.11,109.46,109.7,109.88,2016-11-09
30348780.0,16331260.0,21029520.0,263.69,262.59,262.71,264.01,263.18,266.44,261.18,260.84,262.52,266.94,2019-11-26
34260890.0,19088170.0,23402510.0,169.2,172.15,172.5,172.89,172.39,173.54,168.79,171.46,172.0,172.4,2017-12-14
29512410.0,34260230.0,31087330.0,177.9,176.15,179.37,179.39,179.25,180.1,176.14,175.07,178.25,178.61,2018-01-19
24755470.0,23985960.0,31123000.0,173.87,170.32,175.49,174.44,173.07,179.12,172.02,169.5,175.35,180.0,2019-03-12
16243080.0,15603520.0,16861450.0,155.81,156.06,155.97,156.73,158.0,156.98,155.49,155.1,155.75,156.35,2017-10-12
25817590.0,22395560.0,25093670.0,261.13,263.75,263.68,264.78,264.88,265.78,261.07,262.1,263.01,265.8,2019-11-18
29124140.0,32042290.0,75219710.0,96.25,95.94,92.91,96.89,96.29,94.66,95.35,95.25,92.65,93.0,2016-06-27
29164190.0,25931710.0,27420550.0,110.12,111.95,111.36,111.99,112.42,111.51,110.01,111.4,110.33,111.13,2016-11-25
21888930.0,17633730.0,21175670.0,156.89,156.29,156.91,157.69,157.42,157.55,155.5,156.2,155.27,157.23,2017-10-26
34317760.0,50991030.0,46725710.0,205.55,199.0,191.63,206.01,199.85,197.18,202.25,193.79,191.45,193.9,2018-11-14
48670440.0,38907940.0,25779060.0,149.03,153.87,153.63,153.7,154.88,153.94,149.03,153.45,152.11,152.45,2017-05-11
28364850.0,29748560.0,36529740.0,185.22,184.66,179.8,188.0,185.71,180.54,184.7,182.55,177.81,180.2,2019-05-24
24110330.0,18527000.0,21080580.0,143.02,142.9,144.11,143.5,144.75,145.95,142.41,142.9,143.37,144.73,2017-07-11
15649120.0,32429770.0,17192770.0,153.35,153.75,149.89,153.93,153.99,150.23,153.06,147.3,149.19,149.9,2017-07-31
19090050.0,18473070.0,25829880.0,194.79,196.45,196.42,196.37,197.1,200.23,193.14,195.93,196.34,200.32,2019-04-09
21983410.0,26204670.0,18631540.0,153.89,153.21,154.26,154.28,154.13,154.45,152.7,152.0,152.72,154.01,2017-10-03
22676520.0,38313330.0,32931110.0,178.5,178.65,177.32,180.24,179.12,177.47,178.07,177.62,173.66,175.24,2018-03-20
35407050.0,29124140.0,32042290.0,94.94,96.25,95.94,96.35,96.89,96.29,94.68,95.35,95.25,92.91,2016-06-24
21564890.0,19376940.0,19782170.0,158.23,159.07,160.43,160.0,160.47,160.74,158.02,158.88,158.55,159.65,2017-08-25
23141260.0,27942430.0,26167950.0,186.55,187.74,189.49,187.4,190.37,190.06,185.22,187.65,187.45,189.01,2018-05-14
21564750.0,22267820.0,46882840.0,212.99,213.19,209.43,213.65,214.44,212.05,211.6,210.75,201.0,205.86,2019-08-26
27744300.0,24900130.0,24817940.0,107.41,106.62,105.8,107.95,107.44,106.5,106.31,106.29,105.5,105.66,2016-08-31
18131970.0,20686510.0,14979680.0,116.52,117.52,116.45,117.8,118.02,117.11,116.49,116.2,116.4,116.65,2016-12-30
30149410.0,25682700.0,18965930.0,218.1,216.8,214.1,219.18,217.19,216.36,215.11,214.03,213.84,214.65,2018-08-23
31434370.0,22481010.0,19088310.0,221.03,218.55,220.0,222.49,221.5,220.94,217.19,217.14,218.83,220.54,2019-09-27
51314210.0,32661520.0,35055820.0,364.41,353.25,360.08,365.32,362.17,365.98,353.02,351.28,360.0,365.12,2020-07-01
26356390.0,29421010.0,27337220.0,322.57,322.37,314.18,325.22,323.4,321.55,320.26,318.0,313.85,323.6,2020-02-11
17265520.0,25338630.0,20578020.0,203.35,200.81,199.2,205.08,201.4,201.51,202.9,198.41,198.81,201.85,2019-07-10
34121240.0,37418910.0,39194720.0,226.23,221.85,220.95,227.35,225.37,221.85,221.3,220.71,216.47,218.01,2018-09-11
69281360.0,54017920.0,40862120.0,216.42,213.9,205.53,221.37,218.03,206.43,211.3,206.74,201.63,197.99,2019-08-05
28962980.0,41990210.0,24413480.0,227.93,232.95,234.9,230.44,237.64,238.13,227.3,232.31,234.67,236.39,2019-10-15
63712340.0,73991000.0,46594220.0,115.66,112.21,113.67,116.49,114.3,115.37,113.72,111.87,113.66,113.38,2015-09-22
25100510.0,21561320.0,26575010.0,174.78,175.03,176.49,175.84,176.19,178.94,173.85,174.83,176.41,177.81,2018-04-18
66139770.0,67673450.0,85436210.0,118.08,115.4,116.93,118.13,116.54,119.3,114.92,113.99,116.06,118.7,2015-10-29
43177540.0,27363960.0,33290830.0,226.51,228.41,228.99,228.87,229.18,229.67,226.0,226.63,225.1,226.23,2018-09-06
25289270.0,34317760.0,50991030.0,209.98,205.55,199.0,210.12,206.01,199.85,206.75,202.25,193.79,191.63,2018-11-13
81013970.0,75058410.0,67964260.0,247.51,239.77,247.39,257.61,250.0,252.84,238.4,237.12,242.61,247.18,2020-03-20
66300930.0,63849470.0,57774940.0,110.17,109.07,108.01,111.54,109.62,111.01,108.73,107.31,107.55,109.88,2015-10-05
14669140.0,26551000.0,21124240.0,192.9,196.05,199.68,194.96,200.29,199.88,192.17,195.21,197.31,200.37,2019-06-20
42276880.0,41430660.0,59251740.0,114.0,114.33,116.7,115.58,115.5,119.23,113.7,114.1,116.33,118.08,2015-10-26
25704330.0,33754680.0,25328680.0,108.14,109.63,109.1,109.54,110.23,109.37,108.08,109.21,108.34,109.23,2016-08-18
28507780.0,36151450.0,37034520.0,110.78,111.6,110.37,112.03,112.2,110.94,110.07,110.27,109.03,109.17,2016-12-02
36778560.0,39824200.0,41464880.0,168.07,173.68,167.25,173.1,175.15,170.02,166.44,166.92,165.19,167.81,2018-03-29
21236850.0,23606240.0,25001730.0,108.59,108.57,107.39,109.32,108.75,107.88,108.53,107.68,106.68,107.41,2016-08-26
19966590.0,23129400.0,17186760.0,186.35,188.77,188.23,188.5,188.84,189.65,185.76,186.21,187.65,187.6,2018-05-29
35824790.0,33364400.0,27009520.0,196.31,195.41,200.2,198.07,199.56,203.53,194.04,193.82,199.39,201.3,2019-08-09
48706170.0,38426060.0,27825140.0,178.54,172.8,175.21,179.78,176.3,177.74,172.66,172.45,174.52,177.91,2018-03-06
17427570.0,18463850.0,18612770.0,207.36,206.83,204.9,208.48,207.76,205.0,207.05,205.12,202.12,204.4,2019-04-29
20028450.0,38190550.0,23495990.0,324.74,315.36,320.0,325.98,319.75,324.57,322.85,314.61,320.0,322.63,2020-02-20
33962370.0,46286150.0,44284660.0,115.04,115.38,116.47,116.2,116.73,116.5,114.98,115.23,115.65,115.8,2016-12-19
102731700.0,96531890.0,83825220.0,111.11,107.09,112.23,111.11,109.89,113.24,103.5,105.05,110.02,112.17,2015-08-28
44662320.0,41156140.0,45941750.0,174.24,171.51,176.73,174.95,174.77,181.29,170.26,170.88,174.93,182.66,2018-11-29
18458410.0,33538550.0,20490090.0,187.88,185.14,186.35,189.22,186.33,187.2,187.2,183.45,185.73,187.25,2018-06-21
26334880.0,16386120.0,11654360.0,266.94,265.58,266.6,267.16,267.98,268.0,262.5,265.31,265.9,267.27,2019-12-02
27595310.0,35034410.0,30149410.0,211.75,213.44,218.1,213.81,217.95,219.18,211.47,213.16,215.11,216.8,2018-08-21
24377170.0,22367480.0,22684000.0,234.59,237.52,241.16,237.58,240.99,242.2,234.29,237.32,239.62,242.1,2019-10-23
24460160.0,26784530.0,38158410.0,128.31,129.13,130.54,129.19,130.5,132.09,128.16,128.9,130.45,131.35,2017-02-08
23985960.0,31123000.0,32416800.0,170.32,175.49,180.0,173.07,179.12,182.67,169.5,175.35,179.37,182.25,2019-03-13
20783460.0,33498270.0,44182930.0,144.09,145.1,147.54,144.3,147.2,148.09,143.27,144.96,146.84,145.59,2017-05-03
25184090.0,40885480.0,67569090.0,108.58,107.01,102.61,108.7,107.03,105.37,107.18,104.82,102.0,105.75,2016-01-05
52392970.0,35824790.0,33364400.0,197.99,196.31,195.41,198.65,198.07,199.56,192.58,194.04,193.82,200.2,2019-08-08
43218350.0,37080720.0,63712340.0,115.93,116.25,115.66,116.53,116.54,116.49,114.42,115.44,113.72,112.21,2015-09-18
28331540.0,27850370.0,35617230.0,162.62,164.12,164.0,165.42,165.73,164.33,162.41,163.37,160.63,162.13,2018-04-30
18969700.0,16252850.0,42357420.0,159.78,160.42,156.75,160.87,160.71,157.08,159.23,159.6,155.02,156.61,2017-10-20
31685810.0,49897100.0,43496400.0,320.54,320.93,304.3,324.09,322.68,313.49,318.75,308.29,302.22,315.31,2020-02-04
44387770.0,44651420.0,35779520.0,159.29,163.89,167.9,163.6,168.07,169.65,158.7,163.72,166.94,169.87,2017-11-01
92683030.0,80605870.0,81013970.0,264.89,241.95,247.51,279.92,259.08,257.61,252.95,240.0,238.4,239.77,2020-03-18
16956290.0,24683350.0,28998220.0,173.5,173.04,169.97,174.5,173.48,170.32,173.4,171.18,168.38,171.18,2017-11-16
73230280.0,66300930.0,63849470.0,112.83,110.17,109.07,113.51,111.54,109.62,107.86,108.73,107.31,108.01,2015-10-02
16252850.0,42357420.0,23907540.0,160.42,156.75,156.61,160.71,157.08,157.75,159.6,155.02,155.96,156.89,2017-10-23
28397810.0,25656110.0,23285760.0,167.5,169.03,170.49,170.2,170.44,171.0,166.46,168.91,168.82,169.2,2017-12-11
31384720.0,36054570.0,28204640.0,167.41,172.86,174.65,171.66,175.08,175.57,167.28,172.35,172.85,172.4,2019-02-07
21029520.0,26334880.0,16386120.0,262.71,266.94,265.58,266.44,267.16,267.98,262.52,262.5,265.31,266.6,2019-11-29
42268040.0,29139100.0,40170200.0,99.6,99.02,97.6,100.4,99.54,97.84,98.82,98.33,96.63,97.79,2016-06-03
58133850.0,51608850.0,41740600.0,148.3,155.84,157.5,157.23,156.77,158.52,146.72,150.07,154.55,158.53,2018-12-31
32443110.0,38763700.0,26339500.0,204.29,205.88,201.9,208.84,207.42,205.34,203.5,200.83,201.75,200.4,2019-05-09
47800590.0,18220420.0,21070330.0,198.8,198.54,198.43,200.85,200.16,199.26,198.15,198.17,195.29,197.77,2019-06-26
18761470.0,14669140.0,26551000.0,191.55,192.9,196.05,193.59,194.96,200.29,190.3,192.17,195.21,199.68,2019-06-19
26178840.0,31735810.0,23553790.0,110.23,109.95,108.91,110.98,110.42,109.77,109.2,108.12,108.17,108.97,2016-04-11
22401040.0,22858840.0,25100510.0,172.23,173.41,174.78,173.92,175.0,175.84,171.7,173.04,173.85,175.03,2018-04-16
35850220.0,43665160.0,32895650.0,94.0,93.37,93.0,94.07,93.45,93.77,92.68,91.85,92.59,93.33,2016-05-10
23606240.0,25001730.0,27744300.0,108.57,107.39,107.41,108.75,107.88,107.95,107.68,106.68,106.31,106.62,2016-08-29
31627180.0,29271890.0,28001190.0,277.2,281.8,285.08,283.01,284.54,285.83,277.0,279.95,278.2,284.73,2020-04-29
24877950.0,21247590.0,19082170.0,146.87,145.52,145.77,146.87,146.07,146.7,144.94,144.61,145.12,145.13,2017-06-23
16916650.0,44387770.0,44651420.0,157.23,159.29,163.89,157.83,163.6,168.07,156.78,158.7,163.72,167.9,2017-10-31
39075250.0,50565420.0,45635470.0,172.0,170.16,165.53,172.0,170.16,167.37,170.06,167.07,164.7,166.87,2018-01-31
26208970.0,22074760.0,29377630.0,156.6,159.32,160.66,158.57,160.21,162.2,156.07,158.75,160.14,161.94,2017-08-16
34581850.0,26750260.0,34949690.0,164.88,172.58,170.97,172.01,174.23,172.48,164.77,172.08,168.2,169.88,2018-04-09
27756760.0,21337310.0,23724430.0,115.8,116.74,116.8,117.38,117.5,117.4,115.75,116.68,116.78,116.35,2016-12-22
26538700.0,30790930.0,32361930.0,110.98,108.53,110.08,111.46,110.25,110.51,109.55,108.11,109.46,110.31,2016-11-08
69726440.0,26604140.0,20514810.0,159.28,157.05,156.07,159.75,157.21,157.4,156.16,155.02,155.69,157.06,2017-08-07
44282560.0,42288790.0,49979700.0,94.29,95.92,93.79,95.94,96.35,94.72,93.93,94.1,92.59,94.19,2016-02-12
46858910.0,42009830.0,30417880.0,94.55,94.16,94.64,94.7,95.21,94.64,93.01,93.89,93.57,94.64,2016-05-20
34806250.0,33316990.0,41511380.0,118.75,117.05,116.55,118.81,118.11,116.79,116.86,116.08,114.22,115.29,2015-12-04
16564340.0,29491910.0,21610300.0,164.8,163.75,162.71,164.94,164.25,162.99,163.63,160.56,160.52,162.09,2017-09-07
44866280.0,23637310.0,48846060.0,159.87,158.99,158.47,159.96,159.4,160.97,157.91,158.09,158.0,160.11,2017-09-18
21175670.0,16916650.0,44387770.0,156.91,157.23,159.29,157.55,157.83,163.6,155.27,156.78,158.7,163.89,2017-10-30
114436300.0,82107120.0,68388840.0,96.0,97.61,93.99,98.71,97.88,94.72,95.68,94.25,92.51,93.97,2016-05-02
21247590.0,19082170.0,35421310.0,145.52,145.77,145.13,146.07,146.7,147.16,144.61,145.12,145.11,147.17,2017-06-26
16658660.0,18904680.0,30341520.0,143.73,143.6,142.94,144.18,143.88,143.35,143.27,142.9,140.06,141.6,2017-04-12
45968040.0,35474680.0,31754210.0,171.66,170.4,170.49,171.79,171.92,172.57,167.0,169.02,169.55,169.0,2018-12-14
34908610.0,41208710.0,57430620.0,200.4,197.42,187.71,201.68,198.85,189.48,196.66,192.77,182.85,186.41,2019-05-14
23171020.0,24435010.0,28540490.0,227.95,227.25,230.05,229.42,230.0,233.47,226.35,226.63,229.78,230.78,2018-10-04
24833800.0,25080500.0,20117070.0,145.87,145.5,147.97,146.18,148.49,149.33,144.82,145.44,147.33,148.82,2017-07-17
29723750.0,48929200.0,42276880.0,110.8,111.34,114.0,111.75,114.17,115.58,110.11,110.82,113.7,114.33,2015-10-22
24435010.0,28540490.0,31961120.0,227.25,230.05,230.78,230.0,233.47,232.35,226.63,229.78,226.73,227.96,2018-10-05
36151450.0,37034520.0,26481320.0,111.6,110.37,109.17,112.2,110.94,110.09,110.27,109.03,108.85,110.0,2016-12-05
18473070.0,25829880.0,35738280.0,196.45,196.42,200.32,197.1,200.23,202.85,195.93,196.34,199.23,198.68,2019-04-10
30148360.0,26781730.0,39546610.0,104.81,105.58,106.27,105.84,106.0,107.65,104.77,105.28,106.18,107.52,2016-08-08
15009800.0,15515000.0,16365720.0,191.52,189.75,191.78,192.65,191.87,191.8,190.42,189.2,189.93,189.69,2018-07-19
29174040.0,21189000.0,19576480.0,143.68,144.19,143.72,144.49,144.5,144.27,143.19,143.5,143.01,143.71,2017-04-03
75058410.0,67964260.0,100423300.0,239.77,247.39,247.18,250.0,252.84,251.83,237.12,242.61,228.0,228.08,2020-03-23
104618500.0,92683030.0,80605870.0,255.94,264.89,241.95,270.0,279.92,259.08,248.0,252.95,240.0,247.51,2020-03-17
21341960.0,13046450.0,38063130.0,119.21,118.29,117.99,119.23,118.41,119.41,117.92,117.6,117.75,118.75,2015-12-01
32771760.0,25364920.0,46873670.0,110.8,111.62,112.11,112.34,112.39,112.3,110.8,111.33,109.73,108.89,2016-04-18
42090320.0,44371580.0,33570380.0,125.32,123.09,123.38,125.74,123.61,123.91,123.9,122.12,122.55,123.15,2015-07-29
51368540.0,41438280.0,39075250.0,177.25,174.51,172.0,177.3,174.95,172.0,173.2,170.53,170.06,170.16,2018-01-29
